claim_id,door_damaged,bonnet_damaged,bumper_damaged,dickey_damaged,fender_damaged,light_damaged,windshield_damaged,severity,total_parts_damaged,damage_score,estimated_repair_cost,insurance_payout
CLM001554,1,0,1,0,0,0,0,low,2,2.15,27015.59,18216.1
CLM001555,0,1,1,0,1,0,0,medium,3,5.946,92625.42,82022.27
CLM001556,0,0,1,0,0,0,0,medium,1,1.502,23510.0,18550.34
CLM001557,1,0,0,0,1,0,0,low,2,2.299,25904.42,14154.57
CLM001558,0,0,1,1,0,0,0,medium,2,3.7,41523.35,21603.41
CLM001559,1,0,0,0,0,1,0,medium,2,2.938,29908.46,19853.16
CLM001560,0,0,1,1,1,0,0,medium,3,4.884,98734.19,77773.48
CLM001561,0,1,0,0,0,1,1,low,3,3.074,57739.27,42281.45
CLM001562,1,0,0,0,1,1,0,low,3,2.656,24528.16,12366.04
CLM001563,0,1,1,0,0,1,0,high,3,9.625,160676.65,128077.55
CLM001564,1,1,1,0,0,0,0,medium,3,5.513,49999.01,32312.53
CLM001565,0,0,1,0,0,0,0,low,1,0.661,6916.38,3290.74
CLM001566,1,0,0,0,0,0,0,low,1,1.033,16159.19,7463.12
CLM001567,0,1,1,0,1,1,0,medium,4,6.436,77865.49,60018.94
CLM001568,0,0,1,0,0,0,0,medium,1,0.988,14232.4,7677.86
CLM001569,0,0,1,1,0,0,1,high,3,9.395,146996.18,130685.93
CLM001570,0,1,1,0,1,0,0,medium,3,4.629,53517.15,36738.79
CLM001571,0,0,1,1,0,1,0,high,3,7.908,80869.9,59321.17
CLM001572,0,0,1,1,0,1,1,medium,4,6.531,97501.92,81789.62
CLM001573,0,0,1,0,0,0,0,low,1,0.841,7163.71,4204.22
CLM001574,1,0,0,0,0,0,0,low,1,0.898,8287.67,0.0
CLM001575,1,0,0,0,0,1,0,low,2,1.866,23417.14,19152.76
CLM001576,0,1,1,0,1,0,0,high,3,7.41,102507.85,85072.31
CLM001577,1,1,1,1,1,0,0,medium,5,5.561,53856.67,37340.85
CLM001578,0,0,1,1,0,0,0,high,2,3.469,38020.66,4675.72
CLM001579,1,0,0,0,0,0,0,medium,1,1.986,27801.53,18907.34
CLM001580,1,0,0,1,0,1,0,medium,3,5.405,45362.73,17821.73
CLM001581,0,1,1,0,1,0,0,high,3,7.1,100752.24,65634.57
CLM001582,1,0,1,0,1,0,0,low,3,2.498,31378.13,20656.37
CLM001583,0,0,1,1,0,1,0,low,3,2.616,37584.79,27834.68
CLM001584,1,0,0,0,0,1,0,medium,2,2.19,15454.28,9410.95
CLM001585,0,0,1,0,0,0,0,medium,1,1.203,18841.77,10167.33
CLM001586,1,0,0,0,1,0,0,medium,2,2.807,39230.09,23113.72
CLM001587,1,0,0,1,1,0,0,low,3,1.931,23711.54,16521.77
CLM001588,0,1,1,0,1,1,0,medium,4,8.526,102240.64,87950.4
CLM001589,0,0,0,0,0,1,1,medium,2,3.477,50698.85,38771.59
CLM001590,0,1,1,0,0,0,0,medium,2,2.886,33257.17,9111.8
CLM001591,1,0,1,0,1,0,0,low,3,2.876,37278.28,19878.84
CLM001592,0,1,1,0,1,0,0,high,3,5.734,108569.32,96088.46
CLM001593,0,1,1,0,1,1,0,medium,4,3.67,52473.69,35439.14
CLM001594,1,0,0,0,1,0,0,medium,2,2.809,42480.78,29168.77
CLM001595,0,0,1,1,0,1,0,medium,3,5.406,53859.82,33764.31
CLM001596,1,0,0,0,1,1,0,medium,3,4.598,54605.68,41309.63
CLM001597,0,0,1,0,0,1,1,medium,3,4.913,53438.93,34591.91
CLM001598,1,0,0,0,1,1,0,high,3,7.073,125181.07,112869.03
CLM001599,0,0,1,0,0,0,0,medium,1,1.099,14313.31,9886.13
CLM001600,1,0,0,0,1,0,0,medium,2,2.803,16764.84,3715.89
CLM001601,0,1,1,0,0,0,1,medium,3,6.035,136582.17,109942.63
CLM001602,0,0,1,0,1,0,0,high,2,3.931,49360.25,30003.01
CLM001603,0,1,1,0,0,0,0,medium,2,3.905,37220.65,25493.4
CLM001604,0,1,1,0,1,0,0,high,3,8.771,103279.07,71677.34
CLM001605,1,0,0,0,1,1,0,low,3,2.355,25752.35,20679.93
CLM001606,1,0,0,0,0,0,0,low,1,1.064,18507.44,12137.19
CLM001607,1,0,0,0,1,0,0,high,2,5.033,61520.91,46103.22
CLM001608,0,0,1,0,0,1,0,medium,2,2.964,40042.26,28701.25
CLM001609,0,0,1,1,0,0,0,medium,2,3.002,39226.62,22718.96
CLM001610,1,1,1,0,1,0,0,high,4,8.709,153265.77,115388.08
CLM001611,0,1,1,0,1,1,0,high,4,10.491,112381.45,85971.01
CLM001612,1,0,1,0,1,0,0,low,3,2.445,40701.09,26590.2
CLM001613,1,0,1,0,1,0,0,medium,3,5.361,62918.26,56024.3
CLM001614,0,0,0,0,0,0,1,low,1,1.202,12668.14,9459.53
CLM001615,0,0,1,0,0,1,0,medium,2,3.051,51416.3,34120.63
CLM001616,1,0,0,0,1,0,0,medium,2,3.265,39194.38,26257.74
CLM001617,0,0,1,1,0,0,0,low,2,1.847,23379.83,6742.18
CLM001618,1,0,1,1,0,0,0,low,3,3.939,33128.92,14967.88
CLM001619,1,0,1,0,0,0,0,low,2,1.631,18589.2,13857.02
CLM001620,0,0,0,1,0,0,0,low,1,1.433,25408.43,15826.27
CLM001621,0,0,1,0,0,1,1,high,3,5.81,80864.36,53952.34
CLM001622,0,1,1,0,0,0,0,medium,2,2.999,51475.53,34850.14
CLM001623,0,1,1,1,1,0,0,high,4,11.799,153903.52,115962.02
CLM001624,0,0,1,1,0,0,0,low,2,2.173,24969.14,11323.0
CLM001625,1,0,0,0,1,1,0,high,3,7.735,97629.17,76581.08
CLM001626,1,0,0,0,1,0,0,low,2,2.024,26491.76,19148.2
CLM001627,1,0,0,0,0,0,0,low,1,1.256,14398.62,5509.4
CLM001628,0,0,1,1,0,1,0,medium,3,4.942,67572.67,51382.95
CLM001629,1,0,0,0,0,0,0,low,1,1.119,12408.61,7354.55
CLM001630,1,0,1,1,1,0,0,medium,4,7.814,70855.32,47278.41
CLM001631,0,0,1,0,0,0,0,medium,1,1.417,14572.58,10234.65
CLM001632,0,1,1,0,1,0,0,medium,3,4.211,79126.31,67066.98
CLM001633,0,1,1,1,1,0,0,low,4,3.849,55840.79,47504.43
CLM001634,1,0,0,0,0,1,0,medium,2,3.363,57665.77,47967.07
CLM001635,0,0,1,1,0,0,0,medium,2,3.282,48377.1,33531.05
CLM001636,1,0,0,0,0,0,0,medium,1,1.353,20285.02,13114.49
CLM001637,0,1,1,0,0,0,0,low,2,1.147,15740.61,11254.98
CLM001638,0,1,1,0,1,1,0,medium,4,3.828,59223.12,40176.68
CLM001639,0,0,1,1,0,1,0,low,3,2.891,39097.52,17894.89
CLM001640,0,1,1,0,0,1,0,medium,3,5.498,65646.08,53552.63
CLM001641,1,0,0,0,0,0,0,low,1,1.148,21645.5,12579.76
CLM001642,0,0,1,1,0,1,0,low,3,2.933,39926.05,34293.85
CLM001643,1,0,1,1,0,0,0,low,3,3.996,57331.47,38774.18
CLM001644,0,0,1,1,0,1,0,high,3,6.755,76489.84,66157.69
CLM001645,1,0,0,0,1,1,0,medium,3,5.74,83160.93,74899.77
CLM001646,1,0,1,1,0,0,0,medium,3,4.779,73101.61,50135.96
CLM001647,0,0,1,1,0,1,0,medium,3,4.656,66115.64,39465.52
CLM001648,1,0,0,0,1,1,0,high,3,8.54,135891.27,117284.9
CLM001649,0,0,1,0,1,0,1,medium,3,4.002,52853.02,37798.98
CLM001650,0,0,1,0,0,0,0,low,1,0.659,7199.54,3577.78
CLM001651,0,0,1,1,0,0,0,low,2,1.874,17101.83,5420.31
CLM001652,0,1,1,0,0,1,1,high,4,8.178,121536.49,70156.3
CLM001653,1,1,1,0,1,1,0,high,5,11.72,196707.28,172691.06
CLM001654,0,1,1,1,0,1,0,high,4,13.368,215760.21,161301.91
CLM001655,1,0,0,0,0,0,0,low,1,1.137,12544.27,4448.42
CLM001656,0,1,1,0,1,0,0,medium,3,6.081,46021.01,35218.01
CLM001657,0,0,1,0,0,0,0,low,1,0.912,13156.71,9139.35
CLM001658,0,0,1,0,0,1,1,medium,3,4.747,52937.9,43976.54
CLM001659,0,0,1,0,1,0,0,low,2,1.686,24042.93,15551.07
CLM001660,1,0,1,0,1,1,0,high,4,11.205,210385.39,151032.91
CLM001661,0,1,1,1,0,1,0,high,4,11.57,87715.4,26515.66
CLM001662,0,0,1,1,0,1,0,low,3,3.203,43220.97,26502.03
CLM001663,0,1,1,0,1,1,1,high,5,14.67,202946.1,134651.31
CLM001664,1,0,0,0,1,0,0,low,2,1.772,26897.26,20838.28
CLM001665,1,0,1,0,0,0,0,low,2,2.195,27583.67,23257.74
CLM001666,1,1,1,0,1,0,0,high,4,11.349,136960.45,111012.02
CLM001667,1,1,1,0,0,1,0,high,4,13.738,178009.04,116838.86
CLM001668,0,1,1,1,1,1,0,high,5,11.304,140624.82,120343.47
CLM001669,1,0,0,0,1,1,0,medium,3,4.194,35920.23,31381.51
CLM001670,1,0,0,0,1,0,0,low,2,1.987,27551.0,12291.65
CLM001671,0,1,1,0,0,1,0,medium,3,4.253,55641.44,42598.88
CLM001672,0,1,1,0,1,0,0,low,3,4.054,53472.05,42979.25
CLM001673,1,0,1,0,1,0,0,medium,3,4.506,51841.74,38549.74
CLM001674,1,0,0,0,1,1,0,high,3,7.928,88078.42,65425.7
CLM001675,0,1,1,0,1,1,0,high,4,10.372,108604.64,82270.91
CLM001676,0,1,1,1,1,1,1,high,6,14.256,164442.51,109907.18
CLM001677,1,1,0,0,1,1,0,medium,4,6.532,83742.16,71567.29
CLM001678,0,0,1,0,1,1,0,medium,3,4.307,46791.28,33379.97
CLM001679,0,1,0,0,1,1,0,low,3,2.531,55008.1,48672.38
CLM001680,1,0,0,0,1,1,0,low,3,2.583,27355.99,13863.69
CLM001681,0,1,1,0,0,0,0,low,2,2.054,28182.34,19205.91
CLM001682,0,0,1,1,1,0,0,medium,3,5.4,87318.54,69049.9
CLM001683,1,1,1,0,0,1,1,high,5,13.43,152788.66,140016.97
CLM001684,0,0,1,0,0,1,0,medium,2,2.579,36214.38,14604.91
CLM001685,0,1,0,0,0,0,0,medium,1,1.755,32899.82,28055.24
CLM001686,1,0,1,0,0,1,1,high,4,13.837,146141.52,117515.66
CLM001687,0,1,1,0,1,0,0,high,3,6.805,44794.61,37954.54
CLM001688,0,1,1,1,1,1,0,high,5,12.308,135219.73,95329.63
CLM001689,1,0,0,0,1,1,0,medium,3,4.2,63846.93,49961.52
CLM001690,0,0,0,0,0,0,1,medium,1,1.736,17732.24,12732.63
CLM001691,0,0,1,1,0,0,0,medium,2,3.692,67601.15,46749.46
CLM001692,1,0,0,0,0,0,0,low,1,0.758,10803.23,0.0
CLM001693,0,1,1,0,1,0,0,medium,3,4.39,66869.85,58492.68
CLM001694,1,0,0,0,1,0,0,medium,2,3.176,42368.5,33413.03
CLM001695,1,0,0,0,1,0,0,medium,2,2.972,26246.4,17231.25
CLM001696,0,0,1,1,1,0,0,low,3,2.963,32366.91,21251.89
CLM001697,0,1,1,0,1,1,0,high,4,13.07,215124.15,174068.36
CLM001698,0,0,1,0,0,0,0,low,1,0.931,11064.15,0.0
CLM001699,0,1,1,0,1,1,0,low,4,2.909,35631.64,30736.48
CLM001700,0,0,0,0,1,0,0,low,1,0.589,5610.8,3263.14
CLM001701,0,1,1,0,1,1,0,high,4,11.801,169856.58,111057.16
CLM001702,1,0,0,1,1,1,0,high,4,9.095,149154.0,110068.38
CLM001703,0,1,1,0,1,1,0,high,4,10.894,128390.96,91248.28
CLM001704,0,1,1,0,1,1,0,medium,4,6.643,120376.63,85022.61
CLM001705,0,0,1,0,0,0,0,low,1,1.008,16851.09,5754.86
CLM001706,1,0,0,0,1,1,0,low,3,2.773,30197.0,14075.04
CLM001707,1,0,1,1,1,1,0,medium,5,7.494,99710.81,78175.52
CLM001708,1,0,0,0,0,0,1,medium,2,3.168,49567.86,34851.11
CLM001709,0,0,1,0,0,1,0,medium,2,3.392,30825.45,18641.86
CLM001710,0,1,1,0,0,0,0,high,2,4.558,61127.22,39097.43
CLM001711,1,0,1,1,1,1,0,high,5,12.727,82006.28,51854.14
CLM001712,0,0,0,0,0,1,0,medium,1,1.579,15017.84,1504.51
CLM001713,0,0,1,1,0,1,0,low,3,2.305,32548.97,15890.83
CLM001714,1,0,0,0,1,0,0,low,2,2.314,26207.31,15504.29
CLM001715,1,0,0,0,0,0,0,medium,1,1.454,13890.39,8324.83
CLM001716,1,0,0,0,1,1,0,medium,3,4.165,52828.12,29274.72
CLM001717,1,0,0,1,1,1,0,high,4,9.633,88494.75,56748.25
CLM001718,0,0,0,0,0,1,0,low,1,1.138,12752.93,0.0
CLM001719,0,1,1,1,0,1,1,high,5,15.327,147461.67,84535.36
CLM001720,1,1,1,0,1,0,0,high,4,11.042,140306.01,117475.61
CLM001721,0,1,1,0,1,0,0,medium,3,4.379,41100.95,31656.14
CLM001722,0,0,1,1,0,1,0,low,3,3.109,34460.62,29901.47
CLM001723,0,0,1,0,0,0,0,low,1,0.83,9635.8,4221.61
CLM001724,0,0,1,0,0,1,0,low,2,1.787,24564.36,7613.46
CLM001725,1,0,0,0,0,0,0,low,1,0.829,7706.36,0.0
CLM001726,1,0,0,0,1,0,0,high,2,5.46,48501.78,27681.85
CLM001727,0,1,1,0,1,1,0,medium,4,4.749,73589.7,44650.88
CLM001728,0,0,1,0,0,0,0,medium,1,1.302,13757.97,651.24
CLM001729,0,0,1,0,0,0,1,high,2,6.87,119104.86,85086.63
CLM001730,0,1,1,0,1,1,1,high,5,8.233,81545.94,56258.88
CLM001731,0,0,1,0,0,0,1,low,2,2.781,58150.67,51259.11
CLM001732,0,0,1,0,0,0,1,high,2,7.096,95903.73,66896.73
CLM001733,1,1,1,0,0,1,1,high,5,13.593,181420.64,153279.0
CLM001734,0,0,1,0,0,0,0,low,1,0.934,6764.37,4019.84
CLM001735,1,1,1,0,1,0,0,low,4,4.114,49032.7,35359.51
CLM001736,0,1,0,1,1,0,0,low,3,2.854,30664.69,17891.33
CLM001737,1,0,0,0,1,1,0,medium,3,5.549,41852.13,27390.28
CLM001738,0,1,1,0,1,1,0,high,4,8.305,97180.11,68072.74
CLM001739,0,0,0,0,1,1,0,low,2,1.843,22568.69,13921.89
CLM001740,0,0,0,0,1,1,0,high,2,3.88,52273.31,17047.16
CLM001741,0,0,1,0,0,0,0,low,1,0.854,10733.63,73.47
CLM001742,1,0,0,0,1,1,0,medium,3,4.387,66707.62,43102.5
CLM001743,0,0,1,1,0,1,0,high,3,8.568,160682.2,117200.51
CLM001744,1,0,1,1,0,0,0,medium,3,4.748,63710.7,44529.37
CLM001745,1,0,0,0,0,1,0,medium,2,2.609,23848.12,17406.71
CLM001746,0,1,0,0,1,0,0,low,2,2.035,32812.27,27150.67
CLM001747,0,0,1,0,1,1,0,medium,3,3.927,59099.41,53271.07
CLM001748,1,1,1,0,0,0,1,high,4,9.057,175770.28,132664.39
CLM001749,0,1,1,1,0,0,0,medium,3,5.304,84728.78,58378.99
CLM001750,1,0,0,0,1,0,0,low,2,1.812,12777.03,7523.19
CLM001751,0,0,1,0,0,0,0,low,1,0.948,11616.43,1104.26
CLM001752,1,0,0,0,0,0,0,low,1,1.429,17482.69,14372.31
CLM001753,0,0,1,1,0,1,0,medium,3,3.868,38517.88,32760.11
CLM001754,1,0,1,0,0,0,0,medium,2,3.184,43009.35,25391.05
CLM001755,1,1,1,1,0,0,0,low,4,5.296,69322.66,46602.83
CLM001756,0,0,1,1,0,1,0,medium,3,4.425,56067.4,43981.72
CLM001757,0,1,1,0,0,0,0,low,2,1.778,25849.67,14933.51
CLM001758,0,0,1,1,0,1,0,high,3,5.878,55977.08,40794.65
CLM001759,1,0,0,0,1,0,0,medium,2,2.968,34658.21,20301.77
CLM001760,1,1,0,0,0,1,0,low,3,2.429,33226.52,26981.22
CLM001761,1,0,0,0,1,1,0,medium,3,6.04,57626.08,40702.1
CLM001762,0,1,1,1,1,1,0,high,5,11.178,201521.16,150719.04
CLM001763,1,0,0,0,1,1,0,medium,3,4.736,75774.39,56030.01
CLM001764,1,1,0,0,1,1,0,high,4,11.965,167489.45,143304.53
CLM001765,1,0,0,0,0,0,0,medium,1,1.373,14521.88,2012.46
CLM001766,0,1,0,0,0,0,1,medium,2,3.056,47551.39,35922.07
CLM001767,0,1,0,0,1,0,0,low,2,1.714,25739.67,18156.11
CLM001768,1,0,0,0,0,0,0,low,1,0.797,10132.71,5324.87
CLM001769,0,0,1,1,0,1,0,medium,3,6.953,82402.27,61334.43
CLM001770,0,1,1,0,1,0,1,medium,4,6.304,96986.91,81006.89
CLM001771,0,1,1,0,1,1,0,high,4,11.485,172134.69,112584.32
CLM001772,0,1,1,0,1,0,0,high,3,6.239,61873.88,55650.31
CLM001773,1,0,0,0,1,1,0,low,3,2.089,30963.0,19368.28
CLM001774,0,0,1,1,0,1,0,high,3,6.902,52200.17,33518.46
CLM001775,0,0,1,1,0,0,0,low,2,2.241,35838.8,24329.68
CLM001776,0,0,0,0,1,0,0,low,1,0.853,13004.25,9613.36
CLM001777,1,1,1,0,1,1,0,high,5,8.698,122544.07,108717.49
CLM001778,1,0,0,0,1,1,1,high,4,6.845,112344.76,63978.46
CLM001779,0,0,1,0,0,0,0,low,1,0.789,11307.24,6511.66
CLM001780,0,0,1,1,0,1,0,low,3,2.783,30624.52,26052.87
CLM001781,0,1,1,0,1,1,0,medium,4,6.272,77865.61,65748.94
CLM001782,0,1,1,1,1,0,0,medium,4,8.079,108013.18,78448.21
CLM001783,0,1,1,0,0,0,0,low,2,1.677,20926.52,12439.68
CLM001784,0,0,1,0,1,0,0,medium,2,2.616,29542.37,21513.99
CLM001785,0,1,1,0,0,0,1,medium,3,5.565,110260.5,72953.03
CLM001786,0,0,1,0,1,0,0,medium,2,3.277,32697.82,20273.44
CLM001787,1,0,0,0,1,0,0,medium,2,2.287,28309.96,23464.19
CLM001788,0,1,1,0,0,0,0,medium,2,4.232,52318.1,34042.6
CLM001789,1,0,1,1,0,0,0,medium,3,5.365,100994.64,70060.98
CLM001790,0,1,1,1,1,1,0,medium,5,7.013,99510.51,79040.06
CLM001791,1,1,0,0,0,1,0,low,3,2.619,46291.22,19066.18
CLM001792,0,1,1,0,1,0,0,medium,3,4.485,45096.3,22757.67
CLM001793,0,1,1,0,0,0,0,medium,2,3.423,59827.71,43269.3
CLM001794,0,0,1,0,1,0,0,low,2,1.16,11759.93,5275.07
CLM001795,0,0,1,1,0,0,0,low,2,1.594,17266.9,13118.84
CLM001796,0,0,1,1,0,0,0,low,2,1.597,28078.96,16075.2
CLM001797,0,0,1,0,0,0,0,low,1,0.761,5563.46,90.12
CLM001798,1,0,0,0,0,0,0,low,1,1.248,12634.84,0.0
CLM001799,0,1,1,0,1,0,0,medium,3,4.767,62098.03,47819.34
CLM001800,0,0,1,0,1,0,0,high,2,5.507,65852.03,33740.95
CLM001801,0,0,1,1,0,1,0,medium,3,4.517,58367.6,43996.45
CLM001802,0,1,1,0,1,1,0,medium,4,6.686,85720.81,47248.83
CLM001803,0,0,0,0,0,1,0,medium,1,1.632,20508.55,11391.99
CLM001804,0,0,1,0,1,0,0,low,2,0.922,8586.16,5590.02
CLM001805,0,1,1,0,1,1,0,high,4,9.0,116929.88,87724.16
CLM001806,0,0,1,0,0,1,0,high,2,4.149,64095.43,49701.82
CLM001807,0,0,1,0,1,1,0,medium,3,3.879,58034.5,32625.73
CLM001808,0,0,1,0,0,0,0,low,1,0.752,10387.16,0.0
CLM001809,0,1,1,0,1,1,0,medium,4,7.373,113675.53,69371.14
CLM001810,0,1,1,0,0,0,1,high,3,8.256,123603.9,71413.94
CLM001811,0,1,1,0,1,1,0,high,4,8.321,105402.78,70143.75
CLM001812,1,0,0,1,1,1,0,high,4,11.893,110425.14,80278.73
CLM001813,1,0,1,0,0,1,0,low,3,2.484,45204.39,31306.88
CLM001814,0,0,0,0,1,1,0,medium,2,2.339,39173.32,25651.66
CLM001815,0,1,1,0,1,0,1,high,4,9.391,159208.44,129409.55
CLM001816,0,0,1,0,0,0,0,low,1,1.053,14854.79,8573.25
CLM001817,1,0,0,0,1,0,0,high,2,4.281,36751.34,22822.14
CLM001818,0,1,1,0,0,1,1,high,4,10.274,177188.42,134936.4
CLM001819,0,0,1,1,1,1,0,high,4,13.735,200629.43,151425.56
CLM001820,0,1,1,0,1,1,0,medium,4,5.36,86806.6,80082.27
CLM001821,0,0,1,1,0,0,0,low,2,2.341,22799.7,17706.78
CLM001822,0,1,1,0,0,0,1,medium,3,4.814,101773.73,82459.05
CLM001823,0,0,1,1,0,1,0,high,3,6.748,100264.28,86821.03
CLM001824,1,1,1,0,1,1,1,high,6,16.18,221237.22,168255.66
CLM001825,1,0,0,1,0,1,0,medium,3,4.008,51834.66,43547.3
CLM001826,0,0,0,0,0,0,1,low,1,1.047,13246.49,5713.73
CLM001827,0,0,1,0,0,0,0,low,1,0.958,21158.32,12542.62
CLM001828,1,0,1,0,1,0,0,low,3,2.041,26681.89,17117.07
CLM001829,0,0,1,1,0,0,0,medium,2,3.069,37884.37,28969.12
CLM001830,1,0,0,1,1,1,0,high,4,11.48,198897.43,173147.98
CLM001831,0,1,1,0,1,0,0,low,3,2.053,30936.29,24070.13
CLM001832,0,1,1,0,1,0,0,medium,3,4.954,78857.41,63943.04
CLM001833,1,0,0,0,0,0,1,low,2,2.471,23624.1,16867.8
CLM001834,0,0,1,0,0,0,0,low,1,0.77,7784.86,0.0
CLM001835,0,1,1,0,1,1,0,high,4,7.797,96276.9,72463.73
CLM001836,0,1,1,1,0,1,0,medium,4,6.034,57983.58,45550.84
CLM001837,0,0,1,1,0,1,0,medium,3,5.427,72562.7,48926.15
CLM001838,1,0,0,0,1,0,0,medium,2,2.619,38791.38,26515.06
CLM001839,0,0,1,0,1,1,0,high,3,6.74,79683.78,64099.24
CLM001840,0,0,0,0,0,1,0,low,1,0.803,9687.33,5114.89
CLM001841,1,0,1,1,1,0,0,medium,4,5.407,81345.59,67139.79
CLM001842,0,0,1,1,0,1,0,medium,3,5.141,70699.04,60494.3
CLM001843,1,0,0,0,0,1,0,medium,2,2.649,30260.36,16746.31
CLM001844,0,0,1,1,0,1,0,medium,3,5.456,72583.93,56341.3
CLM001845,0,1,1,0,0,1,0,medium,3,5.833,71856.53,58709.91
CLM001846,1,1,1,0,0,0,0,medium,3,5.208,78614.96,64647.57
CLM001847,0,0,1,0,1,0,0,low,2,1.599,33965.34,28560.42
CLM001848,1,0,0,0,1,1,0,medium,3,4.765,33257.3,17574.39
CLM001849,0,0,1,1,0,1,0,low,3,2.273,39574.95,30555.46
CLM001850,0,1,1,0,0,0,0,low,2,2.172,34053.52,21918.34
CLM001851,0,0,1,1,0,1,0,medium,3,6.306,99276.16,67809.94
CLM001852,0,1,1,0,0,1,0,low,3,3.166,54882.14,31555.85
CLM001853,0,0,1,1,0,1,0,low,3,2.994,40870.55,25185.2
CLM001854,0,0,0,1,0,0,0,low,1,1.219,13608.07,5108.4
CLM001855,1,0,1,0,1,0,0,high,3,5.481,65101.69,42312.53
CLM001856,1,0,0,0,0,1,0,low,2,2.188,42691.92,33020.04
CLM001857,0,0,1,0,1,1,0,medium,3,4.622,73727.77,67740.03
CLM001858,0,0,1,1,0,1,0,high,3,8.534,127542.81,108141.54
CLM001859,0,1,1,0,0,0,0,low,2,1.873,35349.96,16040.36
CLM001860,0,1,1,1,1,0,0,medium,4,6.306,98176.76,66331.25
CLM001861,0,0,1,1,0,1,0,low,3,2.288,22690.83,13202.17
CLM001862,0,0,0,0,1,0,0,low,1,0.61,8062.26,0.0
CLM001863,1,0,0,0,1,0,0,low,2,1.456,15347.72,11269.54
CLM001864,0,0,1,1,0,0,0,low,2,1.718,15891.28,11456.06
CLM001865,1,0,0,0,1,0,0,medium,2,2.518,47014.08,27862.34
CLM001866,0,0,1,1,0,0,0,low,2,2.508,31310.75,24890.8
CLM001867,1,0,1,1,0,1,1,high,5,14.418,341182.84,300092.41
CLM001868,1,0,1,1,0,1,0,high,4,12.818,155277.33,143102.72
CLM001869,0,0,1,0,0,0,0,medium,1,1.356,21840.5,13131.74
CLM001870,0,0,1,1,0,1,0,medium,3,4.755,69683.44,55347.2
CLM001871,0,1,0,0,0,0,1,low,2,2.271,34710.64,27165.52
CLM001872,1,0,0,0,1,0,0,medium,2,2.923,38390.02,29649.85
CLM001873,0,1,1,1,0,1,0,high,4,12.246,121782.05,86538.04
CLM001874,1,0,1,0,0,0,0,medium,2,3.067,32795.07,21695.34
CLM001875,1,1,0,0,0,0,0,high,2,6.721,67874.42,46661.83
CLM001876,1,0,1,0,1,0,0,low,3,2.065,23453.3,16633.81
CLM001877,0,1,1,1,1,1,0,medium,5,8.041,84945.27,61703.54
CLM001878,1,0,1,0,1,1,0,medium,4,6.025,69272.14,48132.37
CLM001879,1,0,1,0,1,0,0,low,3,2.64,35228.19,29197.07
CLM001880,0,1,1,0,1,0,0,high,3,6.691,135130.22,111405.46
CLM001881,0,0,0,0,1,0,0,medium,1,1.313,16809.13,12319.87
CLM001882,0,0,1,0,0,0,0,low,1,0.848,8257.82,2129.32
CLM001883,0,1,1,0,0,1,0,high,3,9.879,129944.37,87071.06
CLM001884,0,0,1,1,0,0,0,medium,2,3.48,44451.03,25115.07
CLM001885,0,0,1,0,1,1,0,medium,3,5.525,72420.07,54576.72
CLM001886,0,0,0,0,1,0,0,low,1,0.695,8019.47,4602.25
CLM001887,0,0,1,1,1,1,0,high,4,11.377,89787.89,74645.28
CLM001888,0,0,1,0,1,1,0,medium,3,4.377,33731.79,24525.73
CLM001889,0,0,1,1,1,1,0,high,4,11.253,131971.95,91264.85
CLM001890,0,1,1,0,1,0,0,medium,3,4.847,57975.02,41764.05
CLM001891,1,0,0,0,1,1,0,high,3,5.12,64666.94,36076.98
CLM001892,0,1,1,0,1,1,0,high,4,10.152,147235.72,103278.29
CLM001893,0,1,1,1,0,1,1,high,5,11.078,172650.86,126399.17
CLM001894,0,0,1,0,0,0,0,low,1,0.838,11873.52,4273.2
CLM001895,0,0,1,1,0,0,0,low,2,1.696,19244.64,13219.21
CLM001896,1,0,0,0,1,1,0,medium,3,4.788,64799.16,49579.26
CLM001897,1,0,0,0,0,1,0,low,2,1.817,22542.42,9817.3
CLM001898,1,0,0,0,0,1,0,low,2,1.881,16711.44,12853.96
CLM001899,0,1,1,0,0,0,0,medium,2,3.806,46633.84,36117.45
CLM001900,0,0,1,0,0,0,0,low,1,0.616,4440.88,0.0
CLM001901,0,0,1,1,0,0,0,medium,2,3.228,31160.87,12952.26
CLM001902,1,0,0,0,1,1,0,low,3,2.736,28528.75,20528.72
CLM001903,0,1,1,0,1,1,0,medium,4,7.26,148230.95,111136.19
CLM001904,1,0,0,0,1,0,0,low,2,1.553,19054.59,6321.3
CLM001905,0,1,1,0,0,1,0,medium,3,4.573,63590.64,47894.38
CLM001906,0,1,1,0,0,1,0,high,3,6.667,130422.5,101166.34
CLM001907,1,0,1,1,1,1,0,high,5,11.14,126835.04,68773.33
CLM001908,0,0,1,0,0,0,0,low,1,0.77,7147.57,714.32
CLM001909,0,1,0,0,0,1,1,high,3,8.092,132774.75,85590.32
CLM001910,0,0,1,0,0,0,0,medium,1,1.523,15472.24,11083.37
CLM001911,1,1,0,0,0,0,0,medium,2,3.249,50122.69,25360.64
CLM001912,0,1,0,0,0,0,0,medium,1,2.442,39349.1,19105.97
CLM001913,1,0,0,0,0,1,0,medium,2,3.09,30196.4,22907.37
CLM001914,0,0,1,1,1,1,0,high,4,9.296,114003.64,76143.4
CLM001915,0,0,1,0,1,1,0,high,3,7.026,136857.34,125022.17
